,movie_title,imdb_id,item_id,year
10218,Coronado,0337945,33919,(2003)
10219,Retrogade,0385990,33921,(2004)
10220,Trekkies 2,0364079,33928,(2004)
10221,Man with the Screaming Brain,0365478,33930,(2005)
10222,Ulzana's Raid,0069436,33933,(1972)
10223,Rabbit Test,0078133,33940,(1978)
10224,"New Land, The (Nybyggarna)",0069035,33945,(1972)
10225,"Adventures of Mark Twain, The",0036582,33956,(1944)
10226,Bordertown,0026129,33958,(1935)
10227,Cop and ½,0106613,33966,(1993)
10228,Equinox,0104201,33970,(1992)
10229,Father's Little Dividend,0043526,33972,(1951)
10230,For Pete's Sake,0071514,33974,(1974)
10231,Twenty Bucks,0108410,33988,(1993)
10232,Silent Witness (Do Not Disturb),0185284,33994,(1999)
10233,Deceived,0101694,33998,(1991)
10234,Room Service,0030696,34002,(1938)
10235,Desert Saints,0167116,34004,(2002)
10236,Caterina in the Big City (Caterina va in città),0366287,34008,(2003)
10237,My Friends (Amici miei),0072637,34016,(1975)
10238,At the Circus,0031060,34018,(1939)
10239,"Outfit, The",0071960,34026,(1973)
10240,Modigliani,0367188,34032,(2004)
10241,Broadway Melody of 1940,0032284,34039,(1940)
10242,"I Inside, The",0325596,34045,(2004)
10243,War of the Worlds,0407304,34048,(2005)
10244,My Brilliant Career,0079596,34051,(1979)
10245,Godzilla vs. Hedorah (Gojira tai Hedorâ) (Godzilla vs. The Smog Monster) ,0067148,34057,1971) 
10246,Gambit,0060445,34063,(1966)
10247,Billion Dollar Brain,0061405,34065,(1967)
10248,"March of the Penguins (Marche de l'empereur, La)",0428803,34072,(2005)
10249,Right Now (À tout de suite),0407342,34076,(2004)
10250,Julian Po,0119429,34099,(1997)
10251,"God Who Wasn't There, The",0455507,34111,(2005)
10252,Black Belt Jones,0071221,34115,(1974)
10253,Rebound,0376108,34129,(2005)
10254,Bonjour Monsieur Shlomi (Ha-Kochavim Shel Shlomi),0380485,34135,(2003)
10255,The Inner Circle,0103838,34138,(1991)
10256,Dark Water,0382628,34143,(2005)
10257,"Beat That My Heart Skipped, The (battre mon coeur s'est arrêté, De)",0411270,34148,(2005)
10258,Fantastic Four,0120667,34150,(2005)
10259,Murderball,0436613,34153,(2005)
10260,Saraband,0299478,34155,(2003)
10261,Julie Johnson,0239509,34158,(2001)
10262,Wedding Crashers,0396269,34162,(2005)
10263,Happy Endings,0361693,34164,(2005)
10264,C.H.O.M.P.S.,0078924,34170,(1979)
10265,"Hindenburg, The",0073113,34177,(1975)
10266,Staying Together,0098383,34185,(1989)
10267,Twin Sitters,0122768,34189,(1994)
10268,Conflict,0037611,34193,(1945)
10269,Russian Dolls (Les poupées russes),0409184,34198,(2005)
10270,Crippled Masters (Tian can di que),0122029,34206,(1979)
10271,"Generale Della Rovere, Il",0053856,34214,(1959)
10272,Rick,0363029,34216,(2003)
10273,No Blade of Grass,0066154,34224,(1970)
10274,"Time to Love and a Time to Die, A",0052296,34226,(1958)
10275,"Big Sky, The",0044419,34229,(1952)
10276,Fighter in the Wind,0416499,34231,(2004)
10277,Pornography (Pornografia),0357037,34234,(2003)
10278,Symmetry (Symetria),0381637,34238,(2003)
10279,"Karol: A Man Who Became Pope (Karol, un uomo diventato Papa) (Karol. Czlowiek, który zostal papiezem)",0435100,34240,(2005)
10280,Family Resemblances (Un air de famille),0118015,34246,(1996)
10281,Hustle & Flow,0410097,34271,(2005)
10282,Hardware,0099740,34292,(1990)
10283,"Appaloosa, The",0060120,34299,(1966)
10284,Journey Into Fear,0034922,34306,(1943)
10285,"Calcium Kid, The",0330111,34312,(2004)
10286,Funny Ha Ha,0327753,34314,(2002)
10287,"Island, The",0399201,34319,(2005)
10288,Bad News Bears,0408524,34321,(2005)
10289,"Devil's Rejects, The",0395584,34323,(2005)
10290,Last Days,0403217,34326,(2005)
10291,November,0368089,34330,(2004)
10292,Sky High,0405325,34332,(2005)
10293,Stealth,0382992,34334,(2005)
10294,Must Love Dogs,0417001,34336,(2005)
10295,"Aristocrats, The",0436078,34338,(2005)
10296,Twice in a Lifetime,0090223,34353,(1985)
10297,Georgy Girl,0060453,34359,(1966)
10298,This Is My Life,0105577,34364,(1992)
10299,The Music Lovers,0066109,34369,(1970)
10300,Kiss and Make-Up,0025351,34371,(1934)
10301,Killer Condom (Kondom des Grauens),0116791,34373,(1996)
10302,"Touch of Spice, A (Politiki kouzina)",0378897,34375,(2003)
10303,Dust Devil,0104155,34378,(1992)
10304,Phone (Pon),0323630,34386,(2002)
10305,"Order, The",0193364,34397,(2001)
10306,Serenity,0379786,34405,(2005)
10307,End of Suburbia: Oil Depletion and the Collapse of the American Dream,0446320,34411,(2004)
10308,Let's Get Lost,0095515,34416,(1988)
10309,"Talent Given Us, The",0417182,34426,(2004)
10310,Sholay,0073707,34435,(1975)
10311,Broken Flowers,0412019,34437,(2005)
10312,Miracles - Mr. Canton and Lady Rose,0098019,34450,(1989)
10313,Christmas in August (Palwolui Christmas),0140825,34464,(1998)
10314,Hum Dil De Chuke Sanam,0150992,34466,(1999)
10315,Baby Face,0023775,34469,(1933)
10316,"Star, The",0045186,34473,(1952)
10317,"Browning Version, The",0043362,34482,(1951)
10318,14 Hours (Fourteen Hours),0043560,34488,(1951)
10319,"Heart Is Deceitful Above All Things, The",0368774,34499,(2004)
10320,Whispering Corridors (Yeogo Goedam),0241073,34505,(1998)
10321,Man-Thing,0290747,34511,(2005)
10322,Berserk,0061398,34517,(1967)
10323,"Dukes of Hazzard, The",0377818,34520,(2005)
10324,The Chumscrubber,0406650,34523,(2005)
10325,Secuestro Express,0371939,34526,(2004)
10326,Junebug,0418773,34528,(2005)
10327,Deuce Bigalow: European Gigolo,0367652,34530,(2005)
10328,"Skeleton Key, The",0397101,34532,(2005)
10329,Four Brothers,0430105,34534,(2005)
10330,The Great Raid,0326905,34536,(2005)
10331,Asylum,0348505,34538,(2005)
10332,Pretty Persuasion,0381505,34540,(2005)
10333,Grizzly Man,0427312,34542,(2005)
10334,"Tree of Wooden Clogs, The (L'albero degli zoccoli)",0077138,34548,(1978)
10335,"Girl in the Café, The",0443518,34552,(2005)
10336,"24th Day, The",0246404,34579,(2004)
10337,Prime Cut,0069121,34583,(1972)
10338,"Best of Everything, The",0052619,34608,(1959)
10339,Summer Magic,0057542,34624,(1963)
10340,"Three Stooges Meet Hercules, The",0056579,34643,(1962)
10341,Race with the Devil,0073600,34645,(1975)
10342,Acacia,0380164,34648,(2003)
10343,She Creature (Mermaid Chronicles Part 1: She Creature),0274659,34659,(2001)
10344,Attila (Attila the Hun),0259127,34666,(2001)
10345,Dirty Money (Un flic),0067900,34696,(1972)
10346,One Point O,0317042,34729,(2004)
10347,My Date with Drew,0378407,34767,(2004)
10348,Private Resort,0089839,34800,(1985)
10349,Pusher II: With Blood on My Hands,0396184,34811,(2004)
10350,"Woman Rebels, A (Portrait of a Rebel)",0028517,35008,(1936)
10351,Duma,0361715,35015,(2005)
10352,Bitter Victory,0050126,35050,(1957)
10353,Lila Says (Lila dit ça),0424237,35082,(2004)
10354,Doomed to Die,0032404,35331,(1940)
10355,Animal Farm,0047834,35347,(1954)
10356,Winter Soldier,0204058,35386,(1972)
10357,"Third Wheel, The",0202623,35618,(2002)
10358,"Sea, The (Hafið)",0332381,35629,(2002)
10359,Teen Witch,0098453,35636,(1989)
10360,"Last of Mrs. Cheyney, The",0029120,35640,(1937)
10361,Koti-ikävä,0472536,35681,(2005)
10362,Cast A Deadly Spell,0101550,35721,(1991)
10363,Movie Movie,0077952,35738,(1978)
10364,"Teahouse of the August Moon, The",0049830,35807,(1956)
10365,Do Fish Do It? (Fickende Fische),0291905,35826,(2002)
10366,Black,0375611,35828,(2005)
10367,"40-Year-Old Virgin, The",0405422,35836,(2005)
10368,Who Killed Bambi? (Qui a tué Bambi?),0326036,35843,(2003)
10369,Blackout (Contraband),0032356,35853,(1940)
10370,Toolbox Murders,0367153,35906,(2004)
10371,Red Eye,0421239,35957,(2005)
10372,Lightning Bug,0363768,36046,(2004)
10373,Man of the West,0051899,36056,(1958)
10374,Main Hoon Na,0347473,36083,(2004)
10375,Dilwale Dulhania Le Jayenge,0112870,36086,(1995)
10376,Dreamchild,0089052,36152,(1985)
10377,Miss Sweden (Fröken Sverige),0387233,36247,(2004)
10378,My Cousin Rachel,0044937,36264,(1952)
10379,Hidden (a.k.a. Cache) (Caché),0387898,36276,(2005)
10380,Nobody Will Speak of Us When We're Dead (Nadie hablará de nosotras cuando hayamos muerto),0113918,36286,(1995)
10381,Asterix & Obelix vs. Caesar (Astérix et Obélix contre César),0133385,36289,(1999)
10382,"Key, The",0051816,36312,(1958)
10383,Strings,0374248,36326,(2004)
10384,Kin-Dza-Dza!,0091341,36363,(1986)
10385,Comrades: Almost a Love Story (Tian mi mi),0117905,36373,(1996)
10386,Supercross,0403016,36392,(2005)
10387,Valiant,0361089,36397,(2005)
10388,"Brothers Grimm, The",0355295,36401,(2005)
10389,"Desperadoes, The",0035798,36405,(1943)
10390,Black Dragons,0034521,36426,(1942)
10391,"Holy Girl, The (Niña santa, La)",0300270,36436,(2004)
10392,They Came Back (Les Revenants),0378661,36462,(2004)
10393,"Baxter, The",0401244,36477,(2005)
10394,"Cave, The",0402901,36509,(2005)
10395,Undiscovered,0434424,36511,(2005)
10396,Dirty Deeds,0407732,36513,(2005)
10397,"Constant Gardener, The",0387131,36517,(2005)
10398,Transporter 2,0388482,36519,(2005)
10399,Margaret Cho: Assassin,0462333,36523,(2005)
10400,Just Like Heaven,0425123,36525,(2005)
10401,Proof,0377107,36527,(2005)
10402,Lord of War,0399295,36529,(2005)
10403,Venom,0428251,36531,(2005)
10404,Cry_Wolf (a.k.a. Cry Wolf),0384286,36533,(2005)
10405,Everything Is Illuminated,0404030,36535,(2005)
10406,Thumbsucker,0318761,36537,(2005)
10407,"Thing About My Folks, The",0429177,36539,(2005)
10408,HellBent,0356159,36541,(2004)
10409,Crazy Like a Fox,0301358,36543,(2004)
10410,G,0291928,36545,(2002)
10411,In Old Chicago,0029047,36553,(1937)
10412,Now and Forever,0025580,36576,(1934)
10413,L.A. Without a Map,0119565,36630,(1998)
10414,Where Angels Fear to Tread,0103243,36683,(1991)
10415,Family Guy Presents Stewie Griffin: The Untold Story,0385690,36708,(2005)
10416,Born in Flames,0085267,36711,(1983)
10417,Revenge of the Ninja,0086192,36752,(1983)
10418,Sometimes in April,0400063,36799,(2005)
10419,Bookies,0302361,36804,(2003)
10420,Angel in My Pocket,0064026,36816,(1969)
10421,Police Story 2 (Ging chaat goo si juk jaap),0095403,36850,(1988)
10422,"Jour se lève, Le (Daybreak)",0031514,36883,(1939)
10423,International House,0024183,36902,(1933)
10424,New Police Story (Xin jing cha gu shi),0386005,36931,(2004)
10425,"Edge of the World, The",0028818,37058,(1937)
10426,Golden Boy,0031377,37113,(1939)
10427,Go West,0032536,37211,(1940)
10428,Why We Fight,0436971,37240,(2005)
10429,"Companeros (Vamos a matar, compañeros)",0066612,37257,(1970)
10430,Will Penny,0063811,37269,(1968)
10431,200 Motels,0066732,37277,(1971)
10432,Gertrud,0058138,37287,(1964)
10433,Come Drink with Me (Da zui xia),0059079,37335,(1966)
10434,Kitty Foyle,0032671,37375,(1940)
10435,Doom,0419706,37380,(2005)
10436,Domino,0421054,37382,(2005)
10437,Waiting...,0348333,37384,(2005)
10438,Aeon Flux,0402022,37386,(2005)
10439,Frankenstein 90,0087289,37444,(1984)
10440,Wedlock,0103239,37462,(1991)
10441,"Unfinished Life, An",0350261,37475,(2005)
10442,"Man, The",0399327,37477,(2005)
10443,Survive Style 5+,0430651,37495,(2004)
10444,Woyzeck,0080149,37545,(1979)
10445,It's a Gift,0025318,37626,(1934)
10446,Zozo,0448267,37653,(2005)
10447,Blue Hill Avenue,0283952,37663,(2001)
10448,Chapter Two,0078952,37683,(1979)
10449,16 Years of Alcohol,0331338,37689,(2003)
10450,"Exorcism of Emily Rose, The",0404032,37720,(2005)
10451,Flightplan,0408790,37727,(2005)
10452,Corpse Bride,0121164,37729,(2005)
10453,Green Street Hooligans (a.k.a. Hooligans),0385002,37731,(2005)
10454,"History of Violence, A",0399146,37733,(2005)
10455,Oliver Twist,0380599,37736,(2005)
10456,"Greatest Game Ever Played, The",0388980,37739,(2005)
10457,Capote,0379725,37741,(2005)
10458,"Story of Vernon and Irene Castle, The",0031983,37744,(1939)
10459,"Anderson Tapes, The",0066767,37785,(1971)
10460,Born to Fight (Kerd ma lui),0428725,37824,(2004)
10461,Final Fantasy VII: Advent Children,0385700,37830,(2004)
10462,Côte d'Azur (Crustacés et coquillages),0428430,37837,(2005)
10463,Roll Bounce,0403455,37844,(2005)
10464,Daltry Calhoun,0339642,37846,(2005)
10465,Into the Blue,0378109,37853,(2005)
10466,"Prize Winner of Defiance Ohio, The",0406158,37855,(2005)
10467,MirrorMask,0366780,37857,(2005)
10468,Kwik Stop,0212292,37949,(2001)
10469,Innocence,0375233,37955,(2004)
10470,4,0445161,37957,(2005)
10471,Book of Love,0376006,37960,(2004)
10472,American Yakuza,0109099,37967,(1993)
10473,"Flowers of St. Francis (Francesco, giullare di Dio)",0042477,37976,(1950)
10474,Madhouse,0363276,37982,(2004)
10475,Man to Man,0397530,38001,(2005)
10476,Münchhausen,0036191,38004,(1943)
10477,Medea,0095607,38036,(1988)
10478,Wallace & Gromit in The Curse of the Were-Rabbit,0312004,38038,(2005)
10479,Seven Swords (Chat gim),0429078,38046,(2005)
10480,Kiss Kiss Bang Bang,0373469,38061,(2005)
10481,Wishing Stairs (Yeogo goedam 3: Yeowoo gyedan),0370082,38086,(2003)
10482,"Bittersweet Life, A (Dalkomhan insaeng)",0456912,38095,(2005)
10483,Dumplings (Gaau ji),0472458,38097,(2004)
10484,"Short Film About Love, A (Krótki film o milosci)",0095467,38159,(1988)
10485,"All This, and Heaven Too",0032194,38164,(1940)
10486,Bubble,0454792,38188,(2006)
10487,Darwin's Nightmare,0424024,38198,(2004)
10488,Beowulf & Grendel,0402057,38294,(2005)
10489,No Direction Home: Bob Dylan,0367555,38304,(2005)
10490,Valerie and Her Week of Wonders (Valerie a týden divu),0066516,38320,(1970)
10491,Everybody's Fine (Stanno tutti bene),0100681,38376,(1990)
10492,Hail the Conquering Hero,0036891,38384,(1944)
10493,Goal! The Dream Begins (Goal!),0380389,38388,(2005)
10494,Forty Shades of Blue,0395543,38435,(2005)
10495,Touch the Sound: A Sound Journey with Evelyn Glennie,0424509,38473,(2004)
10496,Angels in America,0318997,38499,(2003)
10497,Speak,0378793,38538,(2004)
10498,"Wraith, The",0092240,38583,(1986)
10499,Factotum,0417658,38600,(2005)
10500,Sweet Movie,0072235,38656,(1974)
10501,By Dawn's Early Light,0099197,38688,(1990)
10502,Don't Come Knocking,0377800,38701,(2005)
10503,Bullets or Ballots,0027407,38713,(1936)
10504,In Her Shoes,0388125,38798,(2005)
10505,Mother of Mine (Äideistä parhain),0343221,38824,(2005)
10506,"Ketchup Effect, The (Hip Hip Hora!)",0385751,38839,(2004)
10507,55 Days at Peking,0056800,38843,(1963)
10508,Dead & Breakfast,0350774,38849,(2004)
10509,Freeze Frame,0363095,38867,(2004)
10510,Punishment Park,0067633,38881,(1971)
10511,"Mating Game, The",0053054,38884,(1959)
10512,"Squid and the Whale, The",0367089,38886,(2005)
10513,Two for the Money,0417217,38992,(2005)
10514,Separate Lies,0369053,38994,(2005)
10515,Fjorton suger,0436319,39048,(2004)
10516,Star Wreck: In the Pirkinning,0472566,39052,(2005)
10517,Evelyn Prentice,0025091,39075,(1934)
10518,Brokeback Mountain,0388795,39183,(2005)
10519,Blue Vinyl,0303307,39191,(2002)
10520,Elizabethtown,0368709,39231,(2005)
10521,North Country,0395972,39234,(2005)
10522,Leila,0116851,39244,(1996)
10523,"Good Night, and Good Luck.",0433383,39292,(2005)
10524,Li'l Abner,0053001,39305,(1959)
10525,Dreamer: Inspired by a True Story,0418647,39307,(2005)
10526,"Profession of Arms, The (Il mestiere delle armi)",0245276,39364,(2001)
10527,Detective Story,0043465,39369,(1951)
10528,"Proposition, The",0421238,39381,(2005)
10529,"Gospel, The",0451069,39390,(2005)
10530,Dandelion,0338133,39394,(2004)
10531,C.S.A.: The Confederate States of America,0389828,39398,(2004)
10532,"Fog, The",0432291,39400,(2005)
10533,Loggerheads,0406038,39402,(2005)
10534,Left Behind: World at War,0443567,39408,(2005)
10535,Protocols of Zion,0436686,39410,(2005)
10536,Living 'til the End,0419922,39412,(2005)
10537,Shopgirl,0338427,39414,(2005)
10538,Kids in America,0408961,39416,(2005)
10539,Where the Truth Lies,0373450,39419,(2005)
10540,After School Special (a.k.a. Barely Legal),0302297,39421,(2003)
10541,Emmanuel's Gift,0447016,39425,(2005)
10542,Stay,0371257,39427,(2005)
10543,Confess,0391877,39429,(2005)
10544,"Legend of Zorro, The",0386140,39435,(2005)
10545,God's Sandbox (Tahara),0325478,39439,(2002)
10546,New York Doll,0436629,39441,(2005)
10547,"Weather Man, The",0384680,39444,(2005)
10548,Saw II,0432348,39446,(2005)
10549,Prime,0387514,39449,(2005)
10550,One Wonderful Sunday (Subarashiki nichiyobi),0039871,39474,(1947)
10551,Will Success Spoil Rock Hunter?,0051196,39481,(1957)
10552,Don't Move (Non ti muovere),0330702,39516,(2004)
10553,"3 Rooms of Melancholia, The (Melancholian 3 huonetta)",0424272,39524,(2004)
10554,"Race for Your Life, Charlie Brown",0076591,39529,(1977)
10555,Jerusalem,0116696,39615,(1996)
10556,"Genius, Two Friends, and an Idiot, A (Trinity Is Back Again) (Un genio, due compari, un pollo)",0073036,39625,(1975)
10557,Teorema,0063678,39659,(1968)
10558,Little Fish,0382810,39703,(2005)
10559,American Pie Presents: Band Camp (American Pie 4: Band Camp),0436058,39715,(2005)
10560,Champion,0041239,39731,(1949)
10561,Requiem for a Vampire (Vierges et vampires),0067950,39740,(1971)
10562,Life is a Miracle (Zivot je cudo),0322420,39768,(2004)
10563,Tarzan the Ape Man,0023551,39777,(1932)
10564,Tarzan and His Mate,0025862,39779,(1934)
10565,Midnight Lace,0054084,39786,(1960)
10566,Empire of the Wolves (L'empire des loups),0402158,39796,(2005)
10567,"Great Yokai War, The (Yôkai daisensô)",0425661,39801,(2005)
10568,"Swindle, The (Bidone, Il)",0047876,39818,(1955)
10569,Mahogany,0073335,39824,(1975)
10570,Nordkraft,0403360,39857,(2005)
10571,Manderlay,0342735,39869,(2005)
10572,Week-End in Havana,0034379,39876,(1941)
10573,Nine Lives,0420015,39886,(2005)
10574,South Central,0105450,39896,(1992)
10575,Damnation Alley,0075909,39931,(1977)
10576,"Bridges at Toko-Ri, The",0046806,39934,(1954)
10577,"Love on the Run (Amour en fuite, L')",0078771,39941,(1979)
10578,Duck Season (Temporada de patos),0407246,40010,(2004)
10579,Aprile,0118635,40015,(1998)
10580,"Adventures of Prince Achmed, The (Abenteuer des Prinzen Achmed, Die)",0015532,40033,(1926)
10581,"Gore Gore Girls, The",0068649,40111,(1972)
10582,Revolver,0365686,40148,(2005)
10583,Wild Zero,0267116,40226,(2000)
10584,Everything Put Together,0228277,40275,(2000)
10585,Jarhead,0418763,40278,(2005)
10586,Siblings,0401787,40291,(2004)
10587,Holy Guests (Ha-Ushpizin),0426155,40337,(2004)
10588,Chicken Little,0371606,40339,(2005)
10589,Romance & Cigarettes,0368222,40342,(2005)
10590,Al otro lado,0419424,40404,(2004)
10591,Dead Man's Shoes,0419677,40412,(2004)
10592,Joyeux Noël (Merry Christmas),0424205,40414,(2005)
10593,"Count Dracula (Nachts, wenn Dracula erwacht)",0065569,40422,(1970)
10594,Brides of Dracula,0053677,40425,(1960)
10595,"Stratton Story, The",0041928,40436,(1949)
10596,"House That Dripped Blood, The",0065854,40457,(1971)
10597,Island of the Burning Damned (Night of the Big Heat),0062037,40465,(1967)
10598,"Gorgon, The",0058155,40467,(1964)
10599,Night of the Lepus,0069005,40478,(1972)
10600,"Match Factory Girl, The (Tulitikkutehtaan tyttö)",0098532,40491,(1990)
10601,Zombie and the Ghost Train (Zombie ja Kummitusjuna),0103337,40494,(1991)
10602,Highball,0119291,40559,(1997)
10603,Get Rich or Die Tryin',0430308,40574,(2005)
10604,Sword of the Beast (Kedamono no ken),0200768,40578,(1965)
10605,Just Friends,0433400,40581,(2005)
10606,Syriana,0365737,40583,(2005)
10607,Calamari Union,0087020,40586,(1985)
10608,"Best Intentions, The (Den goda viljan)",0104350,40589,(1992)
10609,"Bohemian Life, The (La vie de bohème)",0105750,40591,(1992)
10610,One-Way Ticket to Mombasa (Menolippu Mombasaan),0328132,40597,(2002)
10611,Derailed,0398017,40614,(2005)
10612,Creep,0381966,40617,(2004)
10613,Pride & Prejudice,0414387,40629,(2005)
10614,Keep Your Distance,0337656,40679,(2005)
10615,Edison Force (a.k.a. Edison),0389957,40681,(2005)
10616,Ba,0105946,40697,ylon 5
10617,Hi-Life,0132213,40699,(1998)
10618,Wolf Creek,0416315,40723,(2005)
10619,"Descent, The",0435625,40732,(2005)
10620,Summer Interlude (Sommarlek),0044060,40738,(1951)
10621,Takeshis',0478044,40752,(2005)
10622,Forty Guns,0050407,40755,(1957)
10623,Harry Potter and the Goblet of Fire,0330373,40815,(2005)
10624,Dinner with Friends,0271461,40817,(2001)
10625,Walk the Line,0358273,40819,(2005)
10626,Rent,0294870,40826,(2005)
10627,"Story of Floating Weeds, A (Ukikusa monogatari)",0025929,40828,(1934)
10628,My Mother's Smile (a.k.a. The Religion Hour) (L'ora di religione) (Il sorriso di mia madre),0317965,40831,(2002)
10629,"Fists in the Pocket (Pugni in tasca, I)",0059619,40833,(1965)
10630,Zathura,0406375,40851,(2005)
10631,C.R.A.Z.Y.,0401085,40870,(2005)
10632,Lonesome Jim,0385056,40887,(2005)
10633,Our Vines Have Tender Grapes,0037963,40898,(1945)
10634,Sarah Silverman: Jesus Is Magic,0422528,40946,(2005)
10635,Bee Season,0387059,40952,(2005)
10636,Breakfast on Pluto,0411195,40955,(2005)
10637,"Ice Harvest, The",0400525,40959,(2005)
10638,"Yours, Mine and Ours",0443295,40962,(2005)
10639,In the Mix,0426615,40964,(2005)
10640,"Libertine, The",0375920,40966,(2004)
10641,First Descent,0455475,40969,(2005)
10642,"Wild Geese, The",0078492,40973,(1978)
10643,Hondo,0045883,40988,(1953)
10644,"Bird with the Crystal Plumage, The (Uccello dalle piume di cristallo, L')",0065143,41014,(1970)
10645,"Good Woman, A",0379306,41025,(2004)
10646,Gate of Flesh (Nikutai no mon),0058409,41058,(1964)
10647,Brides (Nyfes),0368619,41094,(2004)
10648,"Evil of Frankenstein, The",0058073,41104,(1964)
10649,"Clockmaker of St. Paul, The (L'horloger de Saint-Paul)",0071622,41126,(1974)
10650,Welcome to the Roses (Bienvenue chez les Rozes),0321440,41130,(2003)
10651,"Driver, The",0077474,41136,(1978)
10652,Mondovino,0411674,41212,(2004)
10653,Sounder,0069303,41226,(1972)
10654,Match Point,0416320,41285,(2005)
10655,Nazarin (Nazarín),0051983,41336,(1959)
10656,Ziegfeld Follies,0039116,41353,(1945)
10657,Lorna,0058301,41402,(1964)
10658,"Deep, The",0075925,41411,(1977)
10659,"Dying Gaul, The",0384929,41425,(2005)
10660,After Innocence,0436039,41434,(2005)
10661,"Citadel, The",0029995,41499,(1938)
10662,Beyond the Gates of Splendor,0337868,41518,(2002)
10663,"Southern Yankee, A",0040825,41523,(1948)
10664,Paradise Now,0445620,41527,(2005)
10665,"Kid & I, The",0416891,41564,(2005)
10666,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The",0363771,41566,(2005)
10667,King Kong,0360717,41569,(2005)
10668,Memoirs of a Geisha,0397535,41571,(2005)
10669,"Family Stone, The",0356680,41573,(2005)
10670,"Promise, The (Wu ji)",0417976,41575,(2005)
10671,Kiss of Death,0039536,41585,(1947)
10672,Where Were You When the Lights Went Out?,0063801,41596,(1968)
10673,Balseros (Cuban Rafters),0321376,41602,(2002)
10674,Havoc,0285175,41617,(2005)
10675,Samurai Rebellion (Jôi-uchi: Hairyô tsuma shimatsu),0061847,41627,(1967)
10676,Dog Nail Clipper (Koirankynnenleikkaaja),0349691,41644,(2004)
10677,Mother India,0050188,41650,(1957)
10678,Cowards Bend the Knee (a.k.a. The Blue Hands),0346800,41688,(2003)
10679,"Generation, A (Pokolenie)",0048500,41691,(1955)
10680,"Ivan the Terrible, Part Two (Ivan Groznyy II: Boyarsky zagovor)",0051790,41699,(1958)
10681,"Shaft, The (a.k.a. Down)",0247303,41704,(2001)
10682,"Loveless, The (Breakdown)",0085872,41706,(1981)
10683,"Room for Romeo Brass, A",0202559,41712,(1999)
10684,Dona Flor and Her Two Husbands (Dona Flor e Seus Dois Maridos),0077452,41714,(1976)
10685,"Matador, The",0365485,41716,(2005)
10686,Look Both Ways,0382806,41721,(2005)
10687,Wal-Mart: The High Cost of Low Price,0473107,41724,(2005)
10688,7 Seconds,0417395,41736,(2005)
10689,8 Million Ways to Die,0090568,41753,(1986)
10690,Beyond the Forest,0041172,41762,(1949)
10691,Phffft,0047349,41767,(1954)
10692,Mozart and the Whale,0392465,41769,(2005)
10693,"Organization, The",0067535,41792,(1971)
10694,Cinderella Liberty,0069883,41810,(1973)
10695,Knute Rockne All American,0032676,41812,(1940)
10696,"Scene at the Sea, A (Ano natsu, ichiban shizukana umi)",0103704,41815,(1991)
10697,Birdcage Inn (Paran daemun),0190268,41820,(1998)
10698,Real Fiction (Shilje sanghwang),0269857,41822,(2000)
10699,Address Unknown,0284815,41824,(2001)
10700,Don't Look Now: We're Being Shot At (La grande vadrouille),0060474,41828,(1966)
10701,They Died with Their Boots On,0034277,41831,(1941)
10702,"Three Burials of Melquiades Estrada, The",0419294,41863,(2006)
10703,House of Strangers,0041487,41880,(1949)
10704,Lili,0046000,41889,(1953)
10705,Slim Susie (Smala Sussie),0323998,41912,(2003)
10706,Executive Protection (Livvakterna),0220623,41914,(2001)
10707,"Aura, The (Aura, El)",0420509,41941,(2005)
10708,"Ambushers, The",0062657,41974,(1967)
10709,Day of Anger (I giorni dell'ira),0061709,41980,(1967)
10710,Munich,0408306,41997,(2005)
10711,"Producers, The",0395251,42002,(2005)
10712,Transamerica,0407265,42004,(2005)
10713,Rumor Has It...,0398375,42007,(2005)
10714,Cheaper by the Dozen 2,0452598,42009,(2005)
10715,Fun with Dick and Jane,0369441,42011,(2005)
10716,"Ringer, The",0267891,42013,(2005)
10717,Casanova,0402894,42015,(2005)
10718,Mrs. Henderson Presents,0413015,42018,(2005)
10719,"White Countess, The",0384686,42021,(2005)
10720,Dirty Love,0327643,42053,(2005)
10721,"Spirit of the Beehive, The (Espíritu de la colmena, El)",0070040,42094,(1973)
10722,Abouna,0307913,42150,(2002)
10723,Interrogation (Przesluchanie),0084548,42152,(1989)
10724,Richard Pryor: Live in Concert,0079807,42163,(1979)
10725,Kevin & Perry Go Large,0205177,42172,(2000)
10726,"Ear, The (Ucho)",0066498,42176,(1970)
10727,"Debutantes, Los",0384036,42189,(2003)
10728,Luxo Jr.,0091455,42191,(1986)
10729,Keeping Mum,0444653,42197,(2005)
10730,Paheli,0451850,42208,(2005)
10731,"Goodnight, Mister Tom",0175680,42213,(1999)
10732,Late Spring (Banshun),0041154,42217,(1949)
10733,"Dentist, The",0116075,42285,(1996)
10734,David Copperfield,0026266,42312,(1935)
10735,Familia,0116274,42335,(1996)
10736,How to Irritate People,0063100,42341,(1969)
10737,Threads,0090163,42351,(1984)
10738,Yamakasi - Les samouraïs des temps modernes,0267129,42385,(2001)
10739,Love's Enduring Promise,0402348,42393,(2004)
10740,After Image (Seeing in the Dark),0157007,42407,(2001)
10741,After Midnight,0096769,42413,(1989)
10742,"New World, The",0402399,42418,(2005)
10743,Voices of a Distant Star (Hoshi no koe),0370754,42422,(2003)
